companyId,industry_pred
company132406,INTERNET_AND_SOFTWARE
company13241,ORGANIZATION
company13243,CONSULTING_AND_BUSINESS_SERVICES
company132439,HEALTH_CARE
company132456,CONSULTING_AND_BUSINESS_SERVICES
company132458,HEALTH_CARE
company132463,HUMAN_RESOURCES_AND_STAFFING
company132465,CONSULTING_AND_BUSINESS_SERVICES
company132478,HEALTH_CARE
company132487,EDUCATION_AND_SCHOOLS
company132514,RESTAURANTS_TRAVEL_AND_LEISURE
company132517,AUTO
company13253,ORGANIZATION
company132553,RETAIL
company132603,FOOD_AND_BEVERAGES
company132614,RESTAURANTS_TRAVEL_AND_LEISURE
company132634,HEALTH_CARE
company132652,CONSULTING_AND_BUSINESS_SERVICES
company132737,RESTAURANTS_TRAVEL_AND_LEISURE
company132751,RETAIL
company132754,AUTO
company132765,INTERNET_AND_SOFTWARE
company13280,CONSULTING_AND_BUSINESS_SERVICES
company132825,FOOD_AND_BEVERAGES
company132871,HEALTH_CARE
company132876,HEALTH_CARE
company132880,EDUCATION_AND_SCHOOLS
company132881,INTERNET_AND_SOFTWARE
company132889,ORGANIZATION
company132895,RETAIL
company132897,CONSULTING_AND_BUSINESS_SERVICES
company132898,HEALTH_CARE
company132915,AUTO
company132920,RESTAURANTS_TRAVEL_AND_LEISURE
company132932,INTERNET_AND_SOFTWARE
company132935,RETAIL
company132961,CONSULTING_AND_BUSINESS_SERVICES
company132990,CONSULTING_AND_BUSINESS_SERVICES
company133050,HEALTH_CARE
company13309,RESTAURANTS_TRAVEL_AND_LEISURE
company133102,INTERNET_AND_SOFTWARE
company133125,BANKS_AND_FINANCIAL_SERVICES
company133135,CONSULTING_AND_BUSINESS_SERVICES
company13315,HEALTH_CARE
company133155,AUTO
company133158,CONSULTING_AND_BUSINESS_SERVICES
company133165,EDUCATION_AND_SCHOOLS
company133195,INTERNET_AND_SOFTWARE
company133209,CONSULTING_AND_BUSINESS_SERVICES
company133235,HEALTH_CARE
company133261,RESTAURANTS_TRAVEL_AND_LEISURE
company133264,INTERNET_AND_SOFTWARE
company133273,INTERNET_AND_SOFTWARE
company133275,HEALTH_CARE
company133304,INTERNET_AND_SOFTWARE
company133308,TRANSPORT_AND_FREIGHT
company133313,CONSULTING_AND_BUSINESS_SERVICES
company13332,RESTAURANTS_TRAVEL_AND_LEISURE
company133364,HEALTH_CARE
company13337,ORGANIZATION
company133371,CONSULTING_AND_BUSINESS_SERVICES
company133373,CONSULTING_AND_BUSINESS_SERVICES
company13343,ORGANIZATION
company133433,BANKS_AND_FINANCIAL_SERVICES
company133437,RETAIL
company133466,CONSULTING_AND_BUSINESS_SERVICES
company133481,RESTAURANTS_TRAVEL_AND_LEISURE
company133493,CONSULTING_AND_BUSINESS_SERVICES
company133494,CONSULTING_AND_BUSINESS_SERVICES
company133504,EDUCATION_AND_SCHOOLS
company13352,CONSULTING_AND_BUSINESS_SERVICES
company133528,CONSULTING_AND_BUSINESS_SERVICES
company133540,RETAIL
company133545,CONSULTING_AND_BUSINESS_SERVICES
company133549,CONSULTING_AND_BUSINESS_SERVICES
company133562,RESTAURANTS_TRAVEL_AND_LEISURE
company13357,INTERNET_AND_SOFTWARE
company133637,RESTAURANTS_TRAVEL_AND_LEISURE
company133642,RESTAURANTS_TRAVEL_AND_LEISURE
company133645,EDUCATION_AND_SCHOOLS
company133649,HEALTH_CARE
company133666,RESTAURANTS_TRAVEL_AND_LEISURE
company133667,CONSULTING_AND_BUSINESS_SERVICES
company133671,RESTAURANTS_TRAVEL_AND_LEISURE
company133680,CONSULTING_AND_BUSINESS_SERVICES
company133688,CONSULTING_AND_BUSINESS_SERVICES
company133694,INTERNET_AND_SOFTWARE
company133699,CONSULTING_AND_BUSINESS_SERVICES
company133730,CONSULTING_AND_BUSINESS_SERVICES
company133743,CONSULTING_AND_BUSINESS_SERVICES
company133773,HEALTH_CARE
company133778,CONSULTING_AND_BUSINESS_SERVICES
company13382,CONSULTING_AND_BUSINESS_SERVICES
company133847,HUMAN_RESOURCES_AND_STAFFING
company133855,CONSULTING_AND_BUSINESS_SERVICES
company133870,EDUCATION_AND_SCHOOLS
company133911,CONSULTING_AND_BUSINESS_SERVICES
company133924,CONSULTING_AND_BUSINESS_SERVICES
company133928,CONSULTING_AND_BUSINESS_SERVICES
company133976,HEALTH_CARE
company134008,CONSULTING_AND_BUSINESS_SERVICES
company134009,RETAIL
company134015,EDUCATION_AND_SCHOOLS
company134091,RESTAURANTS_TRAVEL_AND_LEISURE
company134097,AUTO
company134099,AUTO
company134101,RETAIL
company134107,CONSULTING_AND_BUSINESS_SERVICES
company13411,INTERNET_AND_SOFTWARE
company134115,HEALTH_CARE
company134125,CONSULTING_AND_BUSINESS_SERVICES
company134160,RESTAURANTS_TRAVEL_AND_LEISURE
company134170,HEALTH_CARE
company134182,HEALTH_CARE
company134205,CONSULTING_AND_BUSINESS_SERVICES
company134228,CONSULTING_AND_BUSINESS_SERVICES
company134234,HUMAN_RESOURCES_AND_STAFFING
company134243,RETAIL
company134273,CONSULTING_AND_BUSINESS_SERVICES
company13428,HEALTH_CARE
company134294,EDUCATION_AND_SCHOOLS
company134296,AUTO
company134339,RETAIL
company134370,INDUSTRIAL_MANUFACTURING
company134388,CONSULTING_AND_BUSINESS_SERVICES
company134397,BANKS_AND_FINANCIAL_SERVICES
company134402,ORGANIZATION
company134408,CONSULTING_AND_BUSINESS_SERVICES
company134435,EDUCATION_AND_SCHOOLS
company134436,CONSULTING_AND_BUSINESS_SERVICES
company134468,HEALTH_CARE
company134473,CONSULTING_AND_BUSINESS_SERVICES
company134514,CONSULTING_AND_BUSINESS_SERVICES
company134518,CONSULTING_AND_BUSINESS_SERVICES
company134540,HEALTH_CARE
company134548,RESTAURANTS_TRAVEL_AND_LEISURE
company13456,CONSULTING_AND_BUSINESS_SERVICES
company134595,EDUCATION_AND_SCHOOLS
company134607,HEALTH_CARE
company134620,EDUCATION_AND_SCHOOLS
company134624,HEALTH_CARE
company134640,HEALTH_CARE
company13465,HEALTH_CARE
company134655,RETAIL
company134689,BANKS_AND_FINANCIAL_SERVICES
company134712,EDUCATION_AND_SCHOOLS
company134728,CONSULTING_AND_BUSINESS_SERVICES
company134756,INDUSTRIAL_MANUFACTURING
company134768,CONSULTING_AND_BUSINESS_SERVICES
company134777,RETAIL
company134834,CONSULTING_AND_BUSINESS_SERVICES
company134878,INTERNET_AND_SOFTWARE
company134883,HEALTH_CARE
company134891,HEALTH_CARE
company134896,CONSULTING_AND_BUSINESS_SERVICES
company134941,CONSULTING_AND_BUSINESS_SERVICES
company134974,CONSULTING_AND_BUSINESS_SERVICES
company135049,CONSULTING_AND_BUSINESS_SERVICES
company135050,CONSULTING_AND_BUSINESS_SERVICES
company135053,EDUCATION_AND_SCHOOLS
company13508,HEALTH_CARE
company135097,HEALTH_CARE
company135117,AUTO
company135131,CONSULTING_AND_BUSINESS_SERVICES
company135146,HEALTH_CARE
company135165,INSURANCE
company135179,CONSULTING_AND_BUSINESS_SERVICES
company135180,CONSULTING_AND_BUSINESS_SERVICES
company135181,HEALTH_CARE
company135219,HEALTH_CARE
company135222,RETAIL
company135230,ORGANIZATION
company135241,CONSULTING_AND_BUSINESS_SERVICES
company135243,RETAIL
company135250,RESTAURANTS_TRAVEL_AND_LEISURE
company135261,CONSULTING_AND_BUSINESS_SERVICES
company135264,HEALTH_CARE
company135277,HEALTH_CARE
company13531,CONSULTING_AND_BUSINESS_SERVICES
company135312,CONSULTING_AND_BUSINESS_SERVICES
company135334,HEALTH_CARE
company135346,INTERNET_AND_SOFTWARE
company135410,HEALTH_CARE
company13542,EDUCATION_AND_SCHOOLS
company135433,RETAIL
company135435,RETAIL
company135436,INTERNET_AND_SOFTWARE
company135445,CONSULTING_AND_BUSINESS_SERVICES
company135461,HEALTH_CARE
company135478,CONSULTING_AND_BUSINESS_SERVICES
company135493,AUTO
company135520,INTERNET_AND_SOFTWARE
company135538,RESTAURANTS_TRAVEL_AND_LEISURE
company135544,CONSULTING_AND_BUSINESS_SERVICES
company13555,RETAIL
company135561,HEALTH_CARE
company135563,CONSULTING_AND_BUSINESS_SERVICES
company135603,RESTAURANTS_TRAVEL_AND_LEISURE
company135605,INTERNET_AND_SOFTWARE
company135607,INTERNET_AND_SOFTWARE
company135611,FOOD_AND_BEVERAGES
company135628,HEALTH_CARE
company13566,HEALTH_CARE
company135700,RESTAURANTS_TRAVEL_AND_LEISURE
company135723,AUTO
company135773,RETAIL
company13579,RETAIL
company135816,INTERNET_AND_SOFTWARE
company135832,INTERNET_AND_SOFTWARE
company135833,CONSULTING_AND_BUSINESS_SERVICES
company135870,RESTAURANTS_TRAVEL_AND_LEISURE
company135878,INTERNET_AND_SOFTWARE
company135879,RESTAURANTS_TRAVEL_AND_LEISURE
company135890,INDUSTRIAL_MANUFACTURING
company135893,INTERNET_AND_SOFTWARE
company135901,RESTAURANTS_TRAVEL_AND_LEISURE
company13591,BANKS_AND_FINANCIAL_SERVICES
company13596,RESTAURANTS_TRAVEL_AND_LEISURE
company135964,CONSULTING_AND_BUSINESS_SERVICES
company135975,RETAIL
company135990,RESTAURANTS_TRAVEL_AND_LEISURE
company135994,INTERNET_AND_SOFTWARE
company136024,CONSULTING_AND_BUSINESS_SERVICES
company13603,CONSULTING_AND_BUSINESS_SERVICES
company136040,ORGANIZATION
company136048,INTERNET_AND_SOFTWARE
company13605,HUMAN_RESOURCES_AND_STAFFING
company136067,ORGANIZATION
company136086,AUTO
company136111,BANKS_AND_FINANCIAL_SERVICES
company136125,BANKS_AND_FINANCIAL_SERVICES
company13615,CONSULTING_AND_BUSINESS_SERVICES
company136168,ORGANIZATION
company136179,EDUCATION_AND_SCHOOLS
company136203,RESTAURANTS_TRAVEL_AND_LEISURE
company136217,INTERNET_AND_SOFTWARE
company136223,FOOD_AND_BEVERAGES
company136243,CONSULTING_AND_BUSINESS_SERVICES
company136322,CONSULTING_AND_BUSINESS_SERVICES
company136349,CONSULTING_AND_BUSINESS_SERVICES
company136382,CONSULTING_AND_BUSINESS_SERVICES
company136422,RESTAURANTS_TRAVEL_AND_LEISURE
company13645,CONSULTING_AND_BUSINESS_SERVICES
company136457,RESTAURANTS_TRAVEL_AND_LEISURE
company136464,HUMAN_RESOURCES_AND_STAFFING
company136480,INDUSTRIAL_MANUFACTURING
company136495,RESTAURANTS_TRAVEL_AND_LEISURE
company136499,FOOD_AND_BEVERAGES
company13652,RETAIL
company136524,RESTAURANTS_TRAVEL_AND_LEISURE
company13653,EDUCATION_AND_SCHOOLS
company136541,INTERNET_AND_SOFTWARE
company136562,EDUCATION_AND_SCHOOLS
company136575,CONSULTING_AND_BUSINESS_SERVICES
company136580,CONSULTING_AND_BUSINESS_SERVICES
company136582,CONSULTING_AND_BUSINESS_SERVICES
company136585,RESTAURANTS_TRAVEL_AND_LEISURE
company136618,INSURANCE
company136673,INTERNET_AND_SOFTWARE
company136683,ORGANIZATION
company136694,CONSULTING_AND_BUSINESS_SERVICES
company13672,CONSULTING_AND_BUSINESS_SERVICES
company136735,CONSULTING_AND_BUSINESS_SERVICES
company136738,HUMAN_RESOURCES_AND_STAFFING
company136739,INTERNET_AND_SOFTWARE
company136760,INTERNET_AND_SOFTWARE
company136787,CONSULTING_AND_BUSINESS_SERVICES
company136890,HUMAN_RESOURCES_AND_STAFFING
company136900,RETAIL
company136916,RETAIL
company136938,HEALTH_CARE
company136973,INTERNET_AND_SOFTWARE
company136977,EDUCATION_AND_SCHOOLS
company136990,INTERNET_AND_SOFTWARE
company136993,CONSULTING_AND_BUSINESS_SERVICES
company137016,CONSULTING_AND_BUSINESS_SERVICES
company137025,INTERNET_AND_SOFTWARE
company137030,INDUSTRIAL_MANUFACTURING
company137033,INDUSTRIAL_MANUFACTURING
company137046,CONSULTING_AND_BUSINESS_SERVICES
company137076,RETAIL
company13708,RESTAURANTS_TRAVEL_AND_LEISURE
company137119,RETAIL
company137123,CONSULTING_AND_BUSINESS_SERVICES
company137135,HUMAN_RESOURCES_AND_STAFFING
company137139,RESTAURANTS_TRAVEL_AND_LEISURE
company137140,RETAIL
company137142,CONSULTING_AND_BUSINESS_SERVICES
company13715,RESTAURANTS_TRAVEL_AND_LEISURE
company13716,INTERNET_AND_SOFTWARE
company13717,TRANSPORT_AND_FREIGHT
company137175,EDUCATION_AND_SCHOOLS
company137197,INTERNET_AND_SOFTWARE
company13721,RESTAURANTS_TRAVEL_AND_LEISURE
company137219,HUMAN_RESOURCES_AND_STAFFING
company137260,CONSULTING_AND_BUSINESS_SERVICES
company137280,CONSULTING_AND_BUSINESS_SERVICES
company137295,AUTO
company137299,CONSULTING_AND_BUSINESS_SERVICES
company137307,CONSULTING_AND_BUSINESS_SERVICES
company137314,HUMAN_RESOURCES_AND_STAFFING
company137341,CONSULTING_AND_BUSINESS_SERVICES
company137354,RETAIL
company137367,RESTAURANTS_TRAVEL_AND_LEISURE
company137388,AUTO
company137401,AUTO
company137422,RETAIL
company137507,RESTAURANTS_TRAVEL_AND_LEISURE
company137512,RESTAURANTS_TRAVEL_AND_LEISURE
company137533,CONSULTING_AND_BUSINESS_SERVICES
company13754,HEALTH_CARE
company137541,RESTAURANTS_TRAVEL_AND_LEISURE
company137564,CONSULTING_AND_BUSINESS_SERVICES
company137575,HEALTH_CARE
company137583,INDUSTRIAL_MANUFACTURING
company137608,CONSULTING_AND_BUSINESS_SERVICES
company137669,RESTAURANTS_TRAVEL_AND_LEISURE
company137714,MEDIA_NEWS_AND_PUBLISHING
company13772,CONSULTING_AND_BUSINESS_SERVICES
company137729,HEALTH_CARE
company13782,HUMAN_RESOURCES_AND_STAFFING
company137826,RETAIL
company13784,HEALTH_CARE
company13785,RESTAURANTS_TRAVEL_AND_LEISURE
company137852,RETAIL
company137866,INTERNET_AND_SOFTWARE
company137874,RESTAURANTS_TRAVEL_AND_LEISURE
company137885,AUTO
company137898,AUTO
company13791,EDUCATION_AND_SCHOOLS
company137923,CONSULTING_AND_BUSINESS_SERVICES
company137936,CONSULTING_AND_BUSINESS_SERVICES
company13797,HEALTH_CARE
company137992,RESTAURANTS_TRAVEL_AND_LEISURE
company137993,AUTO
company13804,RESTAURANTS_TRAVEL_AND_LEISURE
company138063,HUMAN_RESOURCES_AND_STAFFING
company138127,CONSULTING_AND_BUSINESS_SERVICES
company138146,INTERNET_AND_SOFTWARE
company138182,HUMAN_RESOURCES_AND_STAFFING
company13820,RESTAURANTS_TRAVEL_AND_LEISURE
company138210,HEALTH_CARE
company138213,HEALTH_CARE
company138221,AUTO
company138222,CONSULTING_AND_BUSINESS_SERVICES
company138257,HEALTH_CARE
company138271,HUMAN_RESOURCES_AND_STAFFING
company138286,RETAIL
company138292,RETAIL
company138301,FOOD_AND_BEVERAGES
company138311,CONSULTING_AND_BUSINESS_SERVICES
company138313,RESTAURANTS_TRAVEL_AND_LEISURE
company138315,AUTO
company13832,RESTAURANTS_TRAVEL_AND_LEISURE
company13835,RESTAURANTS_TRAVEL_AND_LEISURE
company138363,AUTO
company138395,RESTAURANTS_TRAVEL_AND_LEISURE
company138400,EDUCATION_AND_SCHOOLS
company138424,BANKS_AND_FINANCIAL_SERVICES
company138481,HEALTH_CARE
company138486,HUMAN_RESOURCES_AND_STAFFING
company138508,HEALTH_CARE
company13851,REAL_ESTATE
company138519,RETAIL
company138571,INTERNET_AND_SOFTWARE
company138594,INDUSTRIAL_MANUFACTURING
company13861,INTERNET_AND_SOFTWARE
company138630,INTERNET_AND_SOFTWARE
company138633,CONSULTING_AND_BUSINESS_SERVICES
company13866,CONSULTING_AND_BUSINESS_SERVICES
company138663,EDUCATION_AND_SCHOOLS
company138692,CONSULTING_AND_BUSINESS_SERVICES
company13874,RETAIL
company138740,HEALTH_CARE
company138744,RESTAURANTS_TRAVEL_AND_LEISURE
company138745,CONSULTING_AND_BUSINESS_SERVICES
company138759,RESTAURANTS_TRAVEL_AND_LEISURE
company138760,INTERNET_AND_SOFTWARE
company138779,EDUCATION_AND_SCHOOLS
company13879,RETAIL
company138810,CONSULTING_AND_BUSINESS_SERVICES
company138829,BANKS_AND_FINANCIAL_SERVICES
company138878,CONSULTING_AND_BUSINESS_SERVICES
company138895,HEALTH_CARE
company138900,HEALTH_CARE
company138933,CONSULTING_AND_BUSINESS_SERVICES
company138948,AUTO
company138986,RETAIL
company13899,EDUCATION_AND_SCHOOLS
company139008,FOOD_AND_BEVERAGES
company139048,RESTAURANTS_TRAVEL_AND_LEISURE
company139051,CONSULTING_AND_BUSINESS_SERVICES
company139061,AUTO
company139067,RESTAURANTS_TRAVEL_AND_LEISURE
company139081,CONSULTING_AND_BUSINESS_SERVICES
company139099,CONSULTING_AND_BUSINESS_SERVICES
company139101,CONSULTING_AND_BUSINESS_SERVICES
company139109,RETAIL
company139142,RESTAURANTS_TRAVEL_AND_LEISURE
company139154,HEALTH_CARE
company139168,INTERNET_AND_SOFTWARE
company139202,EDUCATION_AND_SCHOOLS
company139226,ORGANIZATION
company139246,HEALTH_CARE
company139255,CONSULTING_AND_BUSINESS_SERVICES
company139265,INTERNET_AND_SOFTWARE
company139276,RETAIL
company139310,CONSULTING_AND_BUSINESS_SERVICES
company139325,INTERNET_AND_SOFTWARE
company139330,CONSULTING_AND_BUSINESS_SERVICES
company139350,RESTAURANTS_TRAVEL_AND_LEISURE
company13938,HEALTH_CARE
company139416,CONSULTING_AND_BUSINESS_SERVICES
company139491,CONSULTING_AND_BUSINESS_SERVICES
company139506,EDUCATION_AND_SCHOOLS
company139570,INTERNET_AND_SOFTWARE
company139581,CONSULTING_AND_BUSINESS_SERVICES
company139582,RETAIL
company139586,FOOD_AND_BEVERAGES
company139627,HEALTH_CARE
company139631,ORGANIZATION
company139655,AUTO
company139656,INDUSTRIAL_MANUFACTURING
company139716,BANKS_AND_FINANCIAL_SERVICES
company139719,RETAIL
company139749,HEALTH_CARE
company139778,INTERNET_AND_SOFTWARE
company139779,RETAIL
company139781,RESTAURANTS_TRAVEL_AND_LEISURE
company13979,CONSULTING_AND_BUSINESS_SERVICES
company139791,INTERNET_AND_SOFTWARE
company139802,RETAIL
company13981,INTERNET_AND_SOFTWARE
company139812,HEALTH_CARE
company139822,CONSULTING_AND_BUSINESS_SERVICES
company139836,INTERNET_AND_SOFTWARE
company139845,FOOD_AND_BEVERAGES
company139847,RESTAURANTS_TRAVEL_AND_LEISURE
company139851,CONSULTING_AND_BUSINESS_SERVICES
company139854,RETAIL
company13991,RESTAURANTS_TRAVEL_AND_LEISURE
company139916,FOOD_AND_BEVERAGES
company139926,INTERNET_AND_SOFTWARE
company139940,AUTO
company139942,HEALTH_CARE
company13996,HEALTH_CARE
company13997,RESTAURANTS_TRAVEL_AND_LEISURE
company139982,CONSULTING_AND_BUSINESS_SERVICES
company140007,INDUSTRIAL_MANUFACTURING
company140010,HEALTH_CARE
company140042,INTERNET_AND_SOFTWARE
company140046,CONSULTING_AND_BUSINESS_SERVICES
company140049,RETAIL
company140053,RESTAURANTS_TRAVEL_AND_LEISURE
company14007,HEALTH_CARE
company140080,CONSULTING_AND_BUSINESS_SERVICES
company140116,RETAIL
company140117,INTERNET_AND_SOFTWARE
company140130,RETAIL
company140137,HEALTH_CARE
company140174,INTERNET_AND_SOFTWARE
company140194,INTERNET_AND_SOFTWARE
company140212,CONSULTING_AND_BUSINESS_SERVICES
company140213,CONSULTING_AND_BUSINESS_SERVICES
company140222,INTERNET_AND_SOFTWARE
company140224,CONSULTING_AND_BUSINESS_SERVICES
company140234,INDUSTRIAL_MANUFACTURING
company140238,AUTO
company140242,HEALTH_CARE
company140254,RESTAURANTS_TRAVEL_AND_LEISURE
company140270,INTERNET_AND_SOFTWARE
company14029,RETAIL
company140293,HEALTH_CARE
company14030,RETAIL
company140384,HEALTH_CARE
company140410,RESTAURANTS_TRAVEL_AND_LEISURE
company14043,CONSULTING_AND_BUSINESS_SERVICES
company140431,HEALTH_CARE
company14047,AUTO
company140487,HEALTH_CARE
company140492,RESTAURANTS_TRAVEL_AND_LEISURE
company140498,RESTAURANTS_TRAVEL_AND_LEISURE
company140504,CONSULTING_AND_BUSINESS_SERVICES
company14051,RETAIL
company140512,INTERNET_AND_SOFTWARE
company140516,HUMAN_RESOURCES_AND_STAFFING
company140535,INTERNET_AND_SOFTWARE
company140541,HEALTH_CARE
company140547,ORGANIZATION
company14056,EDUCATION_AND_SCHOOLS
company140560,EDUCATION_AND_SCHOOLS
company140590,INTERNET_AND_SOFTWARE
company140617,EDUCATION_AND_SCHOOLS
company140637,CONSULTING_AND_BUSINESS_SERVICES
company140644,EDUCATION_AND_SCHOOLS
company14065,CONSULTING_AND_BUSINESS_SERVICES
company140668,HEALTH_CARE
company140703,RETAIL
company14071,RETAIL
company140714,INDUSTRIAL_MANUFACTURING
company140725,CONSULTING_AND_BUSINESS_SERVICES
company140728,HEALTH_CARE
company140737,HEALTH_CARE
company140747,INTERNET_AND_SOFTWARE
company140752,HEALTH_CARE
company140773,EDUCATION_AND_SCHOOLS
company140778,RETAIL
company140781,CONSULTING_AND_BUSINESS_SERVICES
company140787,CONSULTING_AND_BUSINESS_SERVICES
company140803,CONSULTING_AND_BUSINESS_SERVICES
company140818,RESTAURANTS_TRAVEL_AND_LEISURE
company140827,CONSULTING_AND_BUSINESS_SERVICES
company14084,HUMAN_RESOURCES_AND_STAFFING
company140841,CONSULTING_AND_BUSINESS_SERVICES
company140842,HEALTH_CARE
company140845,RESTAURANTS_TRAVEL_AND_LEISURE
company140846,CONSULTING_AND_BUSINESS_SERVICES
company14087,HEALTH_CARE
company140921,AUTO
company140951,RESTAURANTS_TRAVEL_AND_LEISURE
company141001,RESTAURANTS_TRAVEL_AND_LEISURE
company141021,HUMAN_RESOURCES_AND_STAFFING
company14103,CONSULTING_AND_BUSINESS_SERVICES
company14108,HEALTH_CARE
company141098,HUMAN_RESOURCES_AND_STAFFING
company141110,HEALTH_CARE
company141117,CONSULTING_AND_BUSINESS_SERVICES
company141145,AUTO
company141162,INTERNET_AND_SOFTWARE
company141190,CONSULTING_AND_BUSINESS_SERVICES
company14120,INDUSTRIAL_MANUFACTURING
company141219,CONSULTING_AND_BUSINESS_SERVICES
company141236,RESTAURANTS_TRAVEL_AND_LEISURE
company141245,CONSULTING_AND_BUSINESS_SERVICES
company141262,INTERNET_AND_SOFTWARE
company141266,CONSULTING_AND_BUSINESS_SERVICES
company14127,EDUCATION_AND_SCHOOLS
company141287,BANKS_AND_FINANCIAL_SERVICES
company141297,EDUCATION_AND_SCHOOLS
company141314,CONSULTING_AND_BUSINESS_SERVICES
company141315,EDUCATION_AND_SCHOOLS
company141331,BANKS_AND_FINANCIAL_SERVICES
company141342,INTERNET_AND_SOFTWARE
company141349,HEALTH_CARE
company141429,INDUSTRIAL_MANUFACTURING
company141433,EDUCATION_AND_SCHOOLS
company141435,BANKS_AND_FINANCIAL_SERVICES
company141478,EDUCATION_AND_SCHOOLS
company14150,CONSULTING_AND_BUSINESS_SERVICES
company141510,INTERNET_AND_SOFTWARE
company141543,INTERNET_AND_SOFTWARE
company141545,CONSULTING_AND_BUSINESS_SERVICES
company14155,CONSULTING_AND_BUSINESS_SERVICES
company141597,INTERNET_AND_SOFTWARE
company141619,HEALTH_CARE
company141623,HEALTH_CARE
company141628,RETAIL
company14163,BANKS_AND_FINANCIAL_SERVICES
company141631,CONSULTING_AND_BUSINESS_SERVICES
company141632,TRANSPORT_AND_FREIGHT
company141653,HEALTH_CARE
company141675,HUMAN_RESOURCES_AND_STAFFING
company141695,RESTAURANTS_TRAVEL_AND_LEISURE
company141704,CONSULTING_AND_BUSINESS_SERVICES
company141716,CONSULTING_AND_BUSINESS_SERVICES
company141725,AUTO
company141730,RESTAURANTS_TRAVEL_AND_LEISURE
company141732,HUMAN_RESOURCES_AND_STAFFING
company141806,HEALTH_CARE
company141822,HUMAN_RESOURCES_AND_STAFFING
company141829,CONSULTING_AND_BUSINESS_SERVICES
company141833,CONSULTING_AND_BUSINESS_SERVICES
company141836,HEALTH_CARE
company141838,CONSULTING_AND_BUSINESS_SERVICES
company14184,HEALTH_CARE
company141870,AUTO
company141887,CONSULTING_AND_BUSINESS_SERVICES
company141894,HEALTH_CARE
company141902,AUTO
company14191,CONSULTING_AND_BUSINESS_SERVICES
company141965,CONSULTING_AND_BUSINESS_SERVICES
company141967,EDUCATION_AND_SCHOOLS
company141985,RESTAURANTS_TRAVEL_AND_LEISURE
company14201,CONSULTING_AND_BUSINESS_SERVICES
company142040,EDUCATION_AND_SCHOOLS
company142069,HEALTH_CARE
company14207,HUMAN_RESOURCES_AND_STAFFING
company142075,RETAIL
company142085,EDUCATION_AND_SCHOOLS
company142099,AUTO
company142111,RESTAURANTS_TRAVEL_AND_LEISURE
company142133,INTERNET_AND_SOFTWARE
company142158,CONSULTING_AND_BUSINESS_SERVICES
company142165,CONSULTING_AND_BUSINESS_SERVICES
company142178,HEALTH_CARE
company142195,BANKS_AND_FINANCIAL_SERVICES
company142205,BANKS_AND_FINANCIAL_SERVICES
company142234,RESTAURANTS_TRAVEL_AND_LEISURE
company142235,CONSULTING_AND_BUSINESS_SERVICES
company142264,AUTO
company142289,INSURANCE
company14229,RESTAURANTS_TRAVEL_AND_LEISURE
company142300,FOOD_AND_BEVERAGES
company14231,RETAIL
company142322,INSURANCE
company142331,INTERNET_AND_SOFTWARE
company142353,RESTAURANTS_TRAVEL_AND_LEISURE
company142361,RESTAURANTS_TRAVEL_AND_LEISURE
company142376,EDUCATION_AND_SCHOOLS
company142416,INTERNET_AND_SOFTWARE
company142433,HEALTH_CARE
company142449,RETAIL
company142455,RETAIL
company142466,HUMAN_RESOURCES_AND_STAFFING
company142520,RETAIL
company142525,CONSULTING_AND_BUSINESS_SERVICES
company14259,CONSULTING_AND_BUSINESS_SERVICES
company142603,INTERNET_AND_SOFTWARE
company142658,CONSULTING_AND_BUSINESS_SERVICES
company142674,HEALTH_CARE
company142675,HEALTH_CARE
company142780,RESTAURANTS_TRAVEL_AND_LEISURE
company142782,AUTO
company142820,CONSULTING_AND_BUSINESS_SERVICES
company142834,RESTAURANTS_TRAVEL_AND_LEISURE
company142838,HEALTH_CARE
company142843,HEALTH_CARE
company142862,ORGANIZATION
company142868,CONSULTING_AND_BUSINESS_SERVICES
company14287,CONSULTING_AND_BUSINESS_SERVICES
company142898,RESTAURANTS_TRAVEL_AND_LEISURE
company142902,ORGANIZATION
company142938,CONSULTING_AND_BUSINESS_SERVICES
company142961,CONSULTING_AND_BUSINESS_SERVICES
company142963,RETAIL
company142975,CONSULTING_AND_BUSINESS_SERVICES
company143015,INSURANCE
company143016,HEALTH_CARE
company14303,CONSULTING_AND_BUSINESS_SERVICES
company143066,ORGANIZATION
company143155,CONSULTING_AND_BUSINESS_SERVICES
company143167,HEALTH_CARE
company143186,AUTO
company143207,ORGANIZATION
company143210,RESTAURANTS_TRAVEL_AND_LEISURE
company143219,INTERNET_AND_SOFTWARE
company143226,RESTAURANTS_TRAVEL_AND_LEISURE
company143230,RESTAURANTS_TRAVEL_AND_LEISURE
company14324,HEALTH_CARE
company143247,FOOD_AND_BEVERAGES
company14325,INTERNET_AND_SOFTWARE
company143260,RETAIL
company143276,CONSULTING_AND_BUSINESS_SERVICES
company143283,CONSULTING_AND_BUSINESS_SERVICES
company143285,HEALTH_CARE
company143294,HEALTH_CARE
company14330,RETAIL
company143317,INDUSTRIAL_MANUFACTURING
company14332,HEALTH_CARE
company143321,RESTAURANTS_TRAVEL_AND_LEISURE
company143344,BANKS_AND_FINANCIAL_SERVICES
company143359,RESTAURANTS_TRAVEL_AND_LEISURE
company14338,HEALTH_CARE
company143382,CONSULTING_AND_BUSINESS_SERVICES
company143412,CONSULTING_AND_BUSINESS_SERVICES
company14344,HEALTH_CARE
